"Session","Topic","Day","Month","Weekday","Time","timezone"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","21:30 - 22:45","Asia/Vientiane"
"Coffee Break","Socializing","10","10","Saturday","22:45 - 23:00","Asia/Vientiane"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","23:00 - 00:30","Asia/Vientiane"
"Meal Break","-","11","10","Sunday","00:30 - 01:30","Asia/Vientiane"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","01:30 - 02:45","Asia/Vientiane"
"Session 4.5","Press Conference","11","10","Sunday","02:45 - 03:00","Asia/Vientiane"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","21:00 - 22:15","Asia/Vientiane"
"Coffee Break","Socializing","11","10","Sunday","22:15 - 22:30","Asia/Vientiane"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","22:30 - 00:00","Asia/Vientiane"
"Meal Break","-","12","10","Monday","00:00 - 01:00","Asia/Vientiane"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","01:00 - 02:15","Asia/Vientiane"
"Session 5.4","Press Conference","12","10","Monday","02:15 - 02:45","Asia/Vientiane"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","02:45 - 03:00","Asia/Vientiane"
"Session 1.1","Opening Speech","20","9","Sunday","00:00 - 00:15","Asia/Vladivostok"
"Session 1.2","Team Introduction","20","9","Sunday","00:15 - 00:45","Asia/Vladivostok"
"Coffee Break","Socializing","20","9","Sunday","00:45 - 01:00","Asia/Vladivostok"
"Session 1.3","Introduction to Zoom","20","9","Sunday","01:00 - 01:15","Asia/Vladivostok"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","01:15 - 01:30","Asia/Vladivostok"
"Session 1.5","Questions","20","9","Sunday","01:30 - 01:45","Asia/Vladivostok"
"Session 1.6","Socializing","20","9","Sunday","01:45 - 02:30","Asia/Vladivostok"
"Session 2.1","Insights into Negotiation Strategies","27","9","Sunday","00:00 - 00:30","Asia/Vladivostok"
"Session 2.2","Questions","27","9","Sunday","00:30 - 00:45","Asia/Vladivostok"
"Coffee Break","Socializing","27","9","Sunday","00:45 - 01:00","Asia/Vladivostok"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","01:00 - 01:30","Asia/Vladivostok"
"Session 2.4","Questions","27","9","Sunday","01:30 - 01:45","Asia/Vladivostok"
"Coffee Break","Socializing","27","9","Sunday","01:45 - 02:00","Asia/Vladivostok"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","02:00 - 03:00","Asia/Vladivostok"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","00:00 - 00:30","Asia/Vladivostok"
"Session 3.2","Questions","4","10","Sunday","00:30 - 00:45","Asia/Vladivostok"
"Coffee Break","Socializing","4","10","Sunday","00:45 - 01:00","Asia/Vladivostok"
"Session 3.3","Input on NATO policy","4","10","Sunday","01:00 - 01:30","Asia/Vladivostok"
"Session 3.4","Questions","4","10","Sunday","01:30 - 02:00","Asia/Vladivostok"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","00:00 - 00:30","Asia/Vladivostok"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","00:30 - 01:45","Asia/Vladivostok"
"Coffee Break","Socializing","11","10","Sunday","01:45 - 02:00","Asia/Vladivostok"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:00 - 03:30","Asia/Vladivostok"
"Meal Break","-","11","10","Sunday","03:30 - 04:30","Asia/Vladivostok"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","04:30 - 05:45","Asia/Vladivostok"
"Session 4.5","Press Conference","11","10","Sunday","05:45 - 06:00","Asia/Vladivostok"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","00:00 - 01:15","Asia/Vladivostok"
"Coffee Break","Socializing","12","10","Monday","01:15 - 01:30","Asia/Vladivostok"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","01:30 - 03:00","Asia/Vladivostok"
"Meal Break","-","12","10","Monday","03:00 - 04:00","Asia/Vladivostok"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","04:00 - 05:15","Asia/Vladivostok"
"Session 5.4","Press Conference","12","10","Monday","05:15 - 05:45","Asia/Vladivostok"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","05:45 - 06:00","Asia/Vladivostok"
"Session 1.1","Opening Speech","19","9","Saturday","23:00 - 23:15","Asia/Yakutsk"
"Session 1.2","Team Introduction","19","9","Saturday","23:15 - 23:45","Asia/Yakutsk"
"Coffee Break","Socializing","19","9","Saturday","23:45 - 00:00","Asia/Yakutsk"
"Session 1.3","Introduction to Zoom","20","9","Sunday","00:00 - 00:15","Asia/Yakutsk"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","00:15 - 00:30","Asia/Yakutsk"
"Session 1.5","Questions","20","9","Sunday","00:30 - 00:45","Asia/Yakutsk"
"Session 1.6","Socializing","20","9","Sunday","00:45 - 01:30","Asia/Yakutsk"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","23:00 - 23:30","Asia/Yakutsk"
"Session 2.2","Questions","26","9","Saturday","23:30 - 23:45","Asia/Yakutsk"
"Coffee Break","Socializing","26","9","Saturday","23:45 - 00:00","Asia/Yakutsk"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","00:00 - 00:30","Asia/Yakutsk"
"Session 2.4","Questions","27","9","Sunday","00:30 - 00:45","Asia/Yakutsk"
"Coffee Break","Socializing","27","9","Sunday","00:45 - 01:00","Asia/Yakutsk"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","01:00 - 02:00","Asia/Yakutsk"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","23:00 - 23:30","Asia/Yakutsk"
"Session 3.2","Questions","3","10","Saturday","23:30 - 23:45","Asia/Yakutsk"
"Coffee Break","Socializing","3","10","Saturday","23:45 - 00:00","Asia/Yakutsk"
"Session 3.3","Input on NATO policy","4","10","Sunday","00:00 - 00:30","Asia/Yakutsk"
"Session 3.4","Questions","4","10","Sunday","00:30 - 01:00","Asia/Yakutsk"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","23:00 - 23:30","Asia/Yakutsk"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","23:30 - 00:45","Asia/Yakutsk"
"Coffee Break","Socializing","11","10","Sunday","00:45 - 01:00","Asia/Yakutsk"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","01:00 - 02:30","Asia/Yakutsk"
"Meal Break","-","11","10","Sunday","02:30 - 03:30","Asia/Yakutsk"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","03:30 - 04:45","Asia/Yakutsk"
"Session 4.5","Press Conference","11","10","Sunday","04:45 - 05:00","Asia/Yakutsk"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","23:00 - 00:15","Asia/Yakutsk"
"Coffee Break","Socializing","12","10","Monday","00:15 - 00:30","Asia/Yakutsk"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","00:30 - 02:00","Asia/Yakutsk"
"Meal Break","-","12","10","Monday","02:00 - 03:00","Asia/Yakutsk"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","03:00 - 04:15","Asia/Yakutsk"
"Session 5.4","Press Conference","12","10","Monday","04:15 - 04:45","Asia/Yakutsk"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","04:45 - 05:00","Asia/Yakutsk"
"Session 1.1","Opening Speech","19","9","Saturday","20:30 - 20:45","Asia/Yangon"
"Session 1.2","Team Introduction","19","9","Saturday","20:45 - 21:15","Asia/Yangon"
"Coffee Break","Socializing","19","9","Saturday","21:15 - 21:30","Asia/Yangon"
"Session 1.3","Introduction to Zoom","19","9","Saturday","21:30 - 21:45","Asia/Yangon"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","21:45 - 22:00","Asia/Yangon"
"Session 1.5","Questions","19","9","Saturday","22:00 - 22:15","Asia/Yangon"
"Session 1.6","Socializing","19","9","Saturday","22:15 - 23:00","Asia/Yangon"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","20:30 - 21:00","Asia/Yangon"
"Session 2.2","Questions","26","9","Saturday","21:00 - 21:15","Asia/Yangon"
"Coffee Break","Socializing","26","9","Saturday","21:15 - 21:30","Asia/Yangon"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","21:30 - 22:00","Asia/Yangon"
"Session 2.4","Questions","26","9","Saturday","22:00 - 22:15","Asia/Yangon"
"Coffee Break","Socializing","26","9","Saturday","22:15 - 22:30","Asia/Yangon"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","22:30 - 23:30","Asia/Yangon"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","20:30 - 21:00","Asia/Yangon"
"Session 3.2","Questions","3","10","Saturday","21:00 - 21:15","Asia/Yangon"
"Coffee Break","Socializing","3","10","Saturday","21:15 - 21:30","Asia/Yangon"
"Session 3.3","Input on NATO policy","3","10","Saturday","21:30 - 22:00","Asia/Yangon"
"Session 3.4","Questions","3","10","Saturday","22:00 - 22:30","Asia/Yangon"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","20:30 - 21:00","Asia/Yangon"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","21:00 - 22:15","Asia/Yangon"
"Coffee Break","Socializing","10","10","Saturday","22:15 - 22:30","Asia/Yangon"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","22:30 - 00:00","Asia/Yangon"
"Meal Break","-","11","10","Sunday","00:00 - 01:00","Asia/Yangon"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","01:00 - 02:15","Asia/Yangon"
"Session 4.5","Press Conference","11","10","Sunday","02:15 - 02:30","Asia/Yangon"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","20:30 - 21:45","Asia/Yangon"
"Coffee Break","Socializing","11","10","Sunday","21:45 - 22:00","Asia/Yangon"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","22:00 - 23:30","Asia/Yangon"
"Meal Break","-","11","10","Sunday","23:30 - 00:30","Asia/Yangon"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","00:30 - 01:45","Asia/Yangon"
"Session 5.4","Press Conference","12","10","Monday","01:45 - 02:15","Asia/Yangon"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","02:15 - 02:30","Asia/Yangon"
"Session 1.1","Opening Speech","19","9","Saturday","19:00 - 19:15","Asia/Yekaterinburg"
"Session 1.2","Team Introduction","19","9","Saturday","19:15 - 19:45","Asia/Yekaterinburg"
"Coffee Break","Socializing","19","9","Saturday","19:45 - 20:00","Asia/Yekaterinburg"
"Session 1.3","Introduction to Zoom","19","9","Saturday","20:00 - 20:15","Asia/Yekaterinburg"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","20:15 - 20:30","Asia/Yekaterinburg"
"Session 1.5","Questions","19","9","Saturday","20:30 - 20:45","Asia/Yekaterinburg"
"Session 1.6","Socializing","19","9","Saturday","20:45 - 21:30","Asia/Yekaterinburg"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","19:00 - 19:30","Asia/Yekaterinburg"
"Session 2.2","Questions","26","9","Saturday","19:30 - 19:45","Asia/Yekaterinburg"
"Coffee Break","Socializing","26","9","Saturday","19:45 - 20:00","Asia/Yekaterinburg"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","20:00 - 20:30","Asia/Yekaterinburg"
"Session 2.4","Questions","26","9","Saturday","20:30 - 20:45","Asia/Yekaterinburg"
"Coffee Break","Socializing","26","9","Saturday","20:45 - 21:00","Asia/Yekaterinburg"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","21:00 - 22:00","Asia/Yekaterinburg"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","19:00 - 19:30","Asia/Yekaterinburg"
"Session 3.2","Questions","3","10","Saturday","19:30 - 19:45","Asia/Yekaterinburg"
"Coffee Break","Socializing","3","10","Saturday","19:45 - 20:00","Asia/Yekaterinburg"
"Session 3.3","Input on NATO policy","3","10","Saturday","20:00 - 20:30","Asia/Yekaterinburg"
"Session 3.4","Questions","3","10","Saturday","20:30 - 21:00","Asia/Yekaterinburg"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","19:00 - 19:30","Asia/Yekaterinburg"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","19:30 - 20:45","Asia/Yekaterinburg"
"Coffee Break","Socializing","10","10","Saturday","20:45 - 21:00","Asia/Yekaterinburg"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","21:00 - 22:30","Asia/Yekaterinburg"
"Meal Break","-","10","10","Saturday","22:30 - 23:30","Asia/Yekaterinburg"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","23:30 - 00:45","Asia/Yekaterinburg"
"Session 4.5","Press Conference","11","10","Sunday","00:45 - 01:00","Asia/Yekaterinburg"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","19:00 - 20:15","Asia/Yekaterinburg"
"Coffee Break","Socializing","11","10","Sunday","20:15 - 20:30","Asia/Yekaterinburg"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","20:30 - 22:00","Asia/Yekaterinburg"
"Meal Break","-","11","10","Sunday","22:00 - 23:00","Asia/Yekaterinburg"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","23:00 - 00:15","Asia/Yekaterinburg"
"Session 5.4","Press Conference","12","10","Monday","00:15 - 00:45","Asia/Yekaterinburg"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","00:45 - 01:00","Asia/Yekaterinburg"
"Session 1.1","Opening Speech","19","9","Saturday","18:00 - 18:15","Asia/Yerevan"
"Session 1.2","Team Introduction","19","9","Saturday","18:15 - 18:45","Asia/Yerevan"
"Coffee Break","Socializing","19","9","Saturday","18:45 - 19:00","Asia/Yerevan"
"Session 1.3","Introduction to Zoom","19","9","Saturday","19:00 - 19:15","Asia/Yerevan"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","19:15 - 19:30","Asia/Yerevan"
"Session 1.5","Questions","19","9","Saturday","19:30 - 19:45","Asia/Yerevan"
"Session 1.6","Socializing","19","9","Saturday","19:45 - 20:30","Asia/Yerevan"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","18:00 - 18:30","Asia/Yerevan"
"Session 2.2","Questions","26","9","Saturday","18:30 - 18:45","Asia/Yerevan"
"Coffee Break","Socializing","26","9","Saturday","18:45 - 19:00","Asia/Yerevan"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","19:00 - 19:30","Asia/Yerevan"
"Session 2.4","Questions","26","9","Saturday","19:30 - 19:45","Asia/Yerevan"
"Coffee Break","Socializing","26","9","Saturday","19:45 - 20:00","Asia/Yerevan"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","20:00 - 21:00","Asia/Yerevan"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","18:00 - 18:30","Asia/Yerevan"
"Session 3.2","Questions","3","10","Saturday","18:30 - 18:45","Asia/Yerevan"
"Coffee Break","Socializing","3","10","Saturday","18:45 - 19:00","Asia/Yerevan"
"Session 3.3","Input on NATO policy","3","10","Saturday","19:00 - 19:30","Asia/Yerevan"
"Session 3.4","Questions","3","10","Saturday","19:30 - 20:00","Asia/Yerevan"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","18:00 - 18:30","Asia/Yerevan"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:30 - 19:45","Asia/Yerevan"
"Coffee Break","Socializing","10","10","Saturday","19:45 - 20:00","Asia/Yerevan"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","20:00 - 21:30","Asia/Yerevan"
"Meal Break","-","10","10","Saturday","21:30 - 22:30","Asia/Yerevan"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","22:30 - 23:45","Asia/Yerevan"
"Session 4.5","Press Conference","10","10","Saturday","23:45 - 00:00","Asia/Yerevan"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","18:00 - 19:15","Asia/Yerevan"
"Coffee Break","Socializing","11","10","Sunday","19:15 - 19:30","Asia/Yerevan"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","19:30 - 21:00","Asia/Yerevan"
"Meal Break","-","11","10","Sunday","21:00 - 22:00","Asia/Yerevan"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","22:00 - 23:15","Asia/Yerevan"
"Session 5.4","Press Conference","11","10","Sunday","23:15 - 23:45","Asia/Yerevan"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","23:45 - 00:00","Asia/Yerevan"
"Session 1.1","Opening Speech","19","9","Saturday","14:00 - 14:15","Atlantic/Azores"
"Session 1.2","Team Introduction","19","9","Saturday","14:15 - 14:45","Atlantic/Azores"
"Coffee Break","Socializing","19","9","Saturday","14:45 - 15:00","Atlantic/Azores"
"Session 1.3","Introduction to Zoom","19","9","Saturday","15:00 - 15:15","Atlantic/Azores"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","15:15 - 15:30","Atlantic/Azores"
"Session 1.5","Questions","19","9","Saturday","15:30 - 15:45","Atlantic/Azores"
"Session 1.6","Socializing","19","9","Saturday","15:45 - 16:30","Atlantic/Azores"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","14:00 - 14:30","Atlantic/Azores"
"Session 2.2","Questions","26","9","Saturday","14:30 - 14:45","Atlantic/Azores"
"Coffee Break","Socializing","26","9","Saturday","14:45 - 15:00","Atlantic/Azores"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","15:00 - 15:30","Atlantic/Azores"
"Session 2.4","Questions","26","9","Saturday","15:30 - 15:45","Atlantic/Azores"
"Coffee Break","Socializing","26","9","Saturday","15:45 - 16:00","Atlantic/Azores"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","16:00 - 17:00","Atlantic/Azores"
